1.000000000000000000e+02,9.260859227692597173e-01,7.638135532164238573e-01,9.252381103379385685e-01,6.647580896309142062e-01,9.183809569903782499e-01,7.057085562516494104e-01
2.000000000000000000e+02,9.177505930169954640e-01,8.279986792528302164e-01,9.119047505514962237e-01,7.110094559311269657e-01,9.110000241370428409e-01,7.766478720360878718e-01
3.000000000000000000e+02,9.104216354843540637e-01,8.349956820362527399e-01,9.021587292353312471e-01,7.288063270626339296e-01,9.056507905324300278e-01,7.931161480442938672e-01
4.000000000000000000e+02,9.059039436831963776e-01,8.482455515498863452e-01,8.927380998929341782e-01,7.493437795904784871e-01,8.934285833722068748e-01,8.144146464535748642e-01
5.000000000000000000e+02,9.009880689561793332e-01,8.355429825475144678e-01,8.894666558220273300e-01,7.602093232310260795e-01,8.910285768054780897e-01,7.959022423342806407e-01
6.000000000000000000e+02,8.962151975791038394e-01,8.375756559945287671e-01,8.849365262758164263e-01,7.674381322247183501e-01,8.834603179068792889e-01,8.148148928352507703e-01
7.000000000000000000e+02,8.913433307110552040e-01,8.333147750408749221e-01,8.841360404377891502e-01,7.868800989978887994e-01,8.777823289235432425e-01,8.061428896260649513e-01
8.000000000000000000e+02,8.868541148511208672e-01,8.512246258054091408e-01,8.805238087972004912e-01,7.905021229230907442e-01,8.676548026856921725e-01,8.341296189992198906e-01
9.000000000000000000e+02,8.935706700800711832e-01,8.385494418634523717e-01,8.928359826405842803e-01,7.875997309019164838e-01,8.797037232489812730e-01,8.441263686358615459e-01
1.000000000000000000e+03,8.992446333810082404e-01,8.663738739250922416e-01,8.954666591825939381e-01,7.901645326940007763e-01,8.839809712909516559e-01,8.452812917088652345e-01
