1.000000000000000000e+02,9.971312487125396640e-01,8.566552148327365446e-01,9.960500121116637740e-01,8.865293224693235885e-01,9.991499900817870650e-01,8.266232179705689243e-01
2.000000000000000000e+02,9.890437495708465088e-01,5.062335032320797179e-01,9.864500188827514116e-01,5.012063833953763758e-01,9.950999832153319957e-01,5.002526410021349568e-01
3.000000000000000000e+02,9.729999971389770019e-01,5.034416910915712196e-01,9.721666765213012873e-01,5.022892668289342666e-01,9.779833555221557617e-01,5.025530555979523806e-01
4.000000000000000000e+02,9.286812365055083784e-01,5.141537537036356964e-01,9.259999871253967729e-01,5.121049034347099349e-01,9.285499882698059482e-01,5.144843375134193764e-01
5.000000000000000000e+02,9.083612596988678289e-01,5.160925466177956888e-01,9.051699876785278542e-01,5.149806578045903471e-01,9.050200080871582120e-01,5.189799781168781267e-01
6.000000000000000000e+02,9.018208456039428222e-01,7.858759040022014197e-01,8.985500001907348322e-01,7.883671022579256116e-01,9.005416560173035156e-01,7.900125052744966236e-01
7.000000000000000000e+02,8.444142901897430109e-01,5.246614784074874471e-01,8.397785663604736550e-01,5.248876017365988744e-01,8.413499999046325506e-01,5.259296063437426394e-01
8.000000000000000000e+02,7.560882806777954324e-01,5.550167714382532314e-01,7.509000062942504661e-01,5.560481647768280578e-01,7.546875047683715421e-01,5.544661817834247719e-01
9.000000000000000000e+02,8.322048664093018022e-01,7.297549003612299190e-01,8.165999984741211248e-01,7.460344154083100587e-01,8.300444412231445801e-01,7.277562374591496352e-01
1.000000000000000000e+03,8.089825010299682706e-01,7.684861233958047988e-01,7.923999977111816362e-01,7.888638559875486012e-01,8.107949900627136053e-01,7.618422874499773956e-01
